Vervet-AGM gene name	Gene name
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
ANKS3	ANKS3
	LINC01916
	AC147651.2
	AC090358.1
	AC090358.1
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
UBR5	UBR5
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
TRIM3	TRIM3
ZNF621	ZNF621
ZNF621	ZNF621
ZNF621	ZNF621
ZNF621	ZNF621
ZNF621	ZNF621
ZNF621	ZNF621
ZNF621	ZNF621
ZNF621	ZNF621
	CNOT3
	CNOT3
	CNOT3
	CNOT3
	CNOT3
	CNOT3
	CNOT3
	CNOT3
	CNOT3
	FAM111B
	FAM111B
	FAM111B
	FAM111B
	FAM111B
	FAM111B
YIPF1	YIPF1
YIPF1	YIPF1
YIPF1	YIPF1
YIPF1	YIPF1
YIPF1	YIPF1
YIPF1	YIPF1
YIPF1	YIPF1
	SPDYE15
	RPL17P49
	FRMPD4-AS1
	AL355677.1
	DUX4L17
CCDC134	CCDC134
CCDC134	CCDC134
	AL449403.4
	AC012314.2
	TRIM73
	TRIM73
	TRIM73
	TRIM73
	TRIM73
	TRIM73
	TRIM73
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
FAM111A	FAM111A
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	NDUFA3
	AC113143.1
	EIF4BP3
	AC099344.3
	AC099344.3
	AC099344.3
	AC099344.3
	AC099344.3
	LINC01702
	LINC01702
	LINC01702
	LINC01702
	LINC01702
	LINC01702
	LINC01702
	LINC01702
	ADCY6-DT
	ADCY6-DT
	AC010967.3
	AC010967.1
	AC010967.1
	AC010967.1
	NEDD8-MDP1
	NEDD8-MDP1
	NEDD8-MDP1
	NEDD8-MDP1
	AC117498.3
	AC113143.2
	AC113143.2
	LENG1
	AC010967.2
	IFITM3P8
	AC136944.1
	AC074134.1
	STEAP3-AS1
	STEAP3-AS1
	AL590559.1
GSTM5	GSTM5
GSTM5	GSTM5
GSTM5	GSTM5
GSTM5	GSTM5
GSTM5	GSTM5
GSTM5	GSTM5
GSTM5	GSTM5
GSTM5	GSTM5
STEAP3	STEAP3
STEAP3	STEAP3
STEAP3	STEAP3
STEAP3	STEAP3
	AC034114.1
	AC104212.2
	SNRPCP3
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
	AC034114.2
COQ2	COQ2
COQ2	COQ2
COQ2	COQ2
COQ2	COQ2
COQ2	COQ2
COQ2	COQ2
ERICH6	ERICH6
ERICH6	ERICH6
ERICH6	ERICH6
ERICH6	ERICH6
ERICH6	ERICH6
ZCCHC3	ZCCHC3
	AC211429.2
	AL022237.1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
DTWD1	DTWD1
	PRKCZ-AS1
	PRKCZ-AS1
	STAG3L1
	STAG3L1
	STAG3L1
	STAG3L1
	AL034548.2
CCDC80	CCDC80
CCDC80	CCDC80
CCDC80	CCDC80
CCDC80	CCDC80
CCDC80	CCDC80
CCDC80	CCDC80
CCDC80	CCDC80
CCDC80	CCDC80
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
PSMC6	PSMC6
	ECE1-AS1
	ECE1-AS1
	AC117505.1
	AC117505.1
CCDC120	CCDC120
CCDC120	CCDC120
CCDC120	CCDC120
CCDC120	CCDC120
CCDC120	CCDC120
CCDC120	CCDC120
CCDC120	CCDC120
CCDC120	CCDC120
	AC104212.3
	VN1R31P
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
PRKCZ	PRKCZ
	AC048337.1
	AC211486.1
	AC211486.1
ERP27	ERP27
ERP27	ERP27
ERP27	ERP27
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
ANAPC5	ANAPC5
KRT79	KRT79
KRT79	KRT79
KRT79	KRT79
SOX12	SOX12
	AC097382.3
	AP001258.1
TSSK4	TSSK4
TSSK4	TSSK4
TSSK4	TSSK4
TSSK4	TSSK4
TSSK4	TSSK4
TSSK4	TSSK4
TSSK4	TSSK4
RXYLT1	RXYLT1
RXYLT1	RXYLT1
RXYLT1	RXYLT1
RXYLT1	RXYLT1
RXYLT1	RXYLT1
RXYLT1	RXYLT1
RXYLT1	RXYLT1
RXYLT1	RXYLT1
	POM121C
	POM121C
	POM121C
	POM121C
	POM121C
	POM121C
	POM121C
	POM121C
	FAM111A-DT
	FAM111A-DT
	FAM111A-DT
	FAM111A-DT
	FAM111A-DT
	AC011008.1
	AC011008.1
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
DHDDS	DHDDS
	NRSN2-AS1
	NRSN2-AS1
	NRSN2-AS1
	NRSN2-AS1
	TRDV1
	TRDV1
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
NRSN2	NRSN2
TRAV24	TRAV24
SERPINA12	SERPINA12
SERPINA12	SERPINA12
	AC011008.2
	VN1R32P
	AC073188.3
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
SYBU	SYBU
	AC073188.4
GSTM3	GSTM3
GSTM3	GSTM3
GSTM3	GSTM3
GSTM3	GSTM3
GSTM3	GSTM3
GSTM3	GSTM3
	AC126323.6
	AC126323.6
ATP4B	ATP4B
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
MYBPC1	MYBPC1
	DPY19L2P5
	AC126323.5
	AC107016.1
	SLC25A1P2
	ARAFP2
	AL356095.1
	AC073188.2
	RNF19BPX
	C1DP3
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	LINC01684
	C1DP2
	VN1R33P
	RPL23AP3
	AC073188.1
	C1DP4
	UBE2V1P9
	AC073188.5
	ACTBP13
	MICB
	MICB
	MICB
	AL121823.1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
RSF1	RSF1
	Z92544.2
	AC073188.6
	AC073188.6
	FXYD6P1
	LINC02867
	LINC02867
	EIF3LP2
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
DZANK1	DZANK1
	AL132990.1
	PABPC5-AS1
	AL662874.1
	NUGGC
	NUGGC
PABPC5	PABPC5
PABPC5	PABPC5
ZBTB10	ZBTB10
ZBTB10	ZBTB10
ZBTB10	ZBTB10
ZBTB10	ZBTB10
ZBTB10	ZBTB10
	DCTN1-AS1
	DCTN1-AS1
	DCTN1-AS1
	DCTN1-AS1
	DCTN1-AS1
	DCTN1-AS1
	DCTN1-AS1
	DCTN1-AS1
	AC022182.2
	AL136295.7
	AL136295.17
	AL022345.4
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
MDP1	MDP1
	AL022345.3
	AC022182.3
	AL022345.2
	AL022345.1
	AC022182.1
	AC022182.1
	AC022182.1
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	BFAR
	VN1R54P
	LINC01518
	LINC01518
	LINC01518
	MPTX1
	ZNF33B
	ZNF33B
	ZNF33B
	ZNF33B
	ZNF33B
	ZNF33B
	ZNF33B
	ZNF33B
GPR107	GPR107
GPR107	GPR107
GPR107	GPR107
GPR107	GPR107
GPR107	GPR107
GPR107	GPR107
GPR107	GPR107
GPR107	GPR107
	ERICH6-AS1
	ERICH6-AS1
	ERICH6-AS1
	ERICH6-AS1
	ERICH6-AS1
	LINC01689
	LINC01689
NR2E3	NR2E3
NR2E3	NR2E3
NR2E3	NR2E3
NR2E3	NR2E3
	TAF13P2
	NBDY
	NBDY
	NBDY
	NBDY
	AC005041.2
	AC005041.4
	AC005041.1
MTHFD2	MTHFD2
MTHFD2	MTHFD2
MTHFD2	MTHFD2
MTHFD2	MTHFD2
MTHFD2	MTHFD2
MTHFD2	MTHFD2
MTHFD2	MTHFD2
MTHFD2	MTHFD2
	AC055811.1
	NFE4
	AC055811.2
LRRC17	LRRC17
LRRC17	LRRC17
LRRC17	LRRC17
LRRC17	LRRC17
LRRC17	LRRC17
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	MPRIP-AS1
	AL139397.1
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
E2F6	E2F6
	AC084357.3
	AC084357.3
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	MPRIP
	AC027667.1
GDF3	GDF3
	Z97056.2
	AC084357.2
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
SPIN3	SPIN3
	ZNF734P
	AC084357.1
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
SLC25A17	SLC25A17
	DPY19L2
	DPY19L2
	DPY19L2
	DPY19L2
	DPY19L2
	DPY19L2
	DPY19L2
	DPY19L2
	DPY19L2
	NSUN5P1
	NSUN5P1
	NSUN5P1
	NSUN5P1
	NSUN5P1
	NSUN5P1
	NSUN5P1
	NSUN5P1
	Z97056.3
KCNJ4	KCNJ4
	AC012146.1
	AC012146.1
	AC012146.1
	AC012146.1
	AC012146.1
	Z97056.1
	AL158847.1
	AC006457.1
	TFPT
	TFPT
	TFPT
	TFPT
	TFPT
ZNF232	ZNF232
ZNF232	ZNF232
ZNF232	ZNF232
ZNF232	ZNF232
ZNF232	ZNF232
ZNF232	ZNF232
ZNF232	ZNF232
ZNF232	ZNF232
	HLA-DOB
	HLA-DOB
	HLA-DOB
	HLA-DOB
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
EPS8L3	EPS8L3
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
ARHGDIB	ARHGDIB
	AL096870.2
	AL096870.2
	AC072039.1
	AC009812.1
	UBE2V1P6
	PRPF38B
	PRPF38B
	PRPF38B
	PRPF38B
	PRPF38B
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
FBXL13	FBXL13
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
IPO4	IPO4
KRT78	KRT78
KRT78	KRT78
KRT78	KRT78
KRT78	KRT78
KRT78	KRT78
	LINC02126
	LINC02126
	KAZN-AS1
	KAZN-AS1
	KAZN-AS1
	KAZN-AS1
	KAZN-AS1
	KAZN-AS1
	KAZN-AS1
PDGFA	PDGFA
PDGFA	PDGFA
PDGFA	PDGFA
PDGFA	PDGFA
PDGFA	PDGFA
PDGFA	PDGFA
	AC009055.1
GFI1B	GFI1B
GFI1B	GFI1B
GFI1B	GFI1B
GFI1B	GFI1B
GFI1B	GFI1B
GFI1B	GFI1B
GFI1B	GFI1B
GFI1B	GFI1B
	LINC00922
	LINC00922
	LINC00922
	LINC00922
	LINC00922
	LINC00922
	LINC00922
	LINC00922
	PMS2P2
	AC022400.4
	MFFP1
	AC022400.8
TMEM51	TMEM51
TMEM51	TMEM51
TMEM51	TMEM51
TMEM51	TMEM51
TMEM51	TMEM51
TMEM51	TMEM51
	KRT18P1
	USP6
	USP6
	USP6
	USP6
	USP6
	USP6
	AL662791.1
	HCG15
	AC002429.1
	PPP1R9A-AS1
	PPP1R9A-AS1
	PPP1R9A-AS1
	PPP1R9A-AS1
	PPP1R9A-AS1
	AC079089.2
N4BP1	N4BP1
N4BP1	N4BP1
N4BP1	N4BP1
N4BP1	N4BP1
N4BP1	N4BP1
N4BP1	N4BP1
	RSF1-IT1
	AC009704.2
	RSF1-IT2
	SERBP1P4
	AP000580.1
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
CNDP2	CNDP2
	NECAP1P2
	SREBF2-AS1
	FTH1P16
	OR10J2P
	PDXDC2P
	PDXDC2P
	PDXDC2P
	PDXDC2P
	PDXDC2P
	PDXDC2P
	HMGA1P8
	FAM217B
	FAM217B
	FAM217B
	FAM217B
	C2orf81
	C2orf81
	C2orf81
	C2orf81
	C2orf81
	C2orf81
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
SREBF2	SREBF2
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
COPS6	COPS6
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	TSBP1-AS1
	AC009055.2
	AC009055.2
	HNRNPCP9
	AP002381.1
	AC006030.1
RBPMS2	RBPMS2
RBPMS2	RBPMS2
	AL158032.2
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
INPP5K	INPP5K
	FABP5P10
	LINC01046
	LINC01046
	AC018731.1
	AC018731.1
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
ATG16L2	ATG16L2
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	TSBP1
	NPIPB14P
	NPIPB14P
	NPIPB14P
	AC147651.1
	AC147651.1
	AC147651.1
	AC147651.1
	FRG1FP
	AC009022.1
	AC009022.1
	AC009022.1
	AC009022.1
	AC009022.1
	AC009022.1
	CU104787.1
	ACTR3BP6
	CT867976.1
	AC138776.1
	AC138776.1
	FRG1GP
	TMEM51-AS1
	TMEM51-AS1
	TMEM51-AS1
	TMEM51-AS1
	TMEM51-AS1
	TMEM51-AS1
	AC008957.3
	RPS2P44
	AC008957.2
	AC023813.2
	LILRP2
	LILRP2
	AP000542.3
	AC026470.2
	AP000542.1
	AC092658.1
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
SLC1A3	SLC1A3
	RXYLT1-AS1
	RXYLT1-AS1
	AP000542.2
	PABPC1P4
	ZC3H3
PODXL2	PODXL2
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
	SLC4A5
ZNF311	ZNF311
ZNF311	ZNF311
	AC245128.15
PPP1R3D	PPP1R3D
	SEPTIN7P5
	PROK2
	PROK2
	LILRP1
	PHKG1P2
	ZNF72P
SLC17A9	SLC17A9
SLC17A9	SLC17A9
SLC17A9	SLC17A9
SLC17A9	SLC17A9
SLC17A9	SLC17A9
SLC17A9	SLC17A9
SLC17A9	SLC17A9
	AL445264.1
	SLC35D2
	SLC35D2
	SLC35D2
	SLC35D2
	SLC35D2
	SLC35D2
	BNIP3P2
	MTCL1P1
	YME1L1P1
	AC090574.1
CWC27	CWC27
CWC27	CWC27
CWC27	CWC27
CWC27	CWC27
CWC27	CWC27
	AL357873.1
	AL357873.1
	SDCBPP2
	TBCAP2
	TMC4
	TMC4
	TMC4
	TMC4
	TMC4
	TMC4
	TMC4
	TMC4
	TMC4
	KIR3DL2
	KIR3DL2
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
KAZN	KAZN
	SUMO2P20
KDELR3	KDELR3
KDELR3	KDELR3
KDELR3	KDELR3
	GCNT1P1
PRDM14	PRDM14
PRDM14	PRDM14
	Z98048.1
	TRAV25
	JTBP1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
TSC1	TSC1
	AL035665.1
SNAPC4	SNAPC4
SNAPC4	SNAPC4
	AC024619.3
	AL445984.1
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
MYO18A	MYO18A
	GTF2IP4
	GTF2IP4
	LINC00433
	LINC00433
	LINC00433
	LINC00433
	AL133395.1
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
DDX17	DDX17
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
SORCS1	SORCS1
	AL445984.2
	DUX4L18
	AC016933.1
	TRMT112P5
	DUX4L19
	AC093726.1
	PHBP5
	PABPC1P5
	AL035665.2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	PAXIP1-AS2
	OXCT2P1
	BMP8A
	BMP8A
	SLC9B1P1
