#Mouse Gene	Human Gene	Source
Prss38	PRSS38	MGI, PanEnsembl, HomoloGene
Nmnat3	NMNAT3	PanEnsembl
Rpl10l	RPL10L	MGI, PanEnsembl, HomoloGene
Tas2r120	TAS2R50	PanEnsembl
Tas2r136	TAS2R50	PanEnsembl
Sacs	SACS	PanEnsembl
Ctage5	MIA2	PanEnsembl, HomoloGene
Aven	AVEN	MGI, PanEnsembl, HomoloGene
Mlc1	MLC1	MGI, PanEnsembl, HomoloGene
Col25a1	COL25A1	MGI, PanEnsembl, HomoloGene
Krt222	KRT222	MGI, PanEnsembl, HomoloGene
Olfr273	OR13C3	MGI, PanEnsembl, HomoloGene, HORDE
Mfsd14b	MFSD14B	MGI
Hiatl1	MFSD14B	PanEnsembl, HomoloGene
Ppie	PPIE	MGI, PanEnsembl, HomoloGene
Zfp518a	ZNF518A	MGI, HomoloGene
Gbp9	GBP6	MGI, PanEnsembl
Gbp11	GBP6	PanEnsembl, PanEnsembl
Gbp8	GBP6	PanEnsembl
Gbp6	GBP6	PanEnsembl, HomoloGene
Gbp10	GBP6	PanEnsembl
Gbp4	GBP6	PanEnsembl
Ccdc158	CCDC158	MGI, PanEnsembl, HomoloGene
Olah	OLAH	MGI, PanEnsembl, HomoloGene
Zfp469	ZNF469	MGI
Gm22	ZNF469	PanEnsembl, HomoloGene
Napa	NAPA	MGI, PanEnsembl, HomoloGene
Ap1s1	AP1S1	MGI, PanEnsembl, HomoloGene
Sidt2	SIDT2	MGI, PanEnsembl, HomoloGene
Olfr314	OR2T8	MGI, PanEnsembl, HomoloGene, HORDE
Khdrbs2	KHDRBS2	MGI, PanEnsembl, HomoloGene
Abcc1	ABCC1	MGI, PanEnsembl, HomoloGene
Olfr314	OR2T12	PanEnsembl
Usp28	USP28	MGI, PanEnsembl, HomoloGene
Auh	AUH	MGI, PanEnsembl, HomoloGene
Klf2	KLF2	MGI, PanEnsembl, HomoloGene
Mmp13	MMP13	MGI, PanEnsembl, HomoloGene
Zfp687	ZNF687	MGI, PanEnsembl, HomoloGene
Tmem171	TMEM171	MGI, PanEnsembl, HomoloGene
Arl6ip1	ARL6IP1	MGI, PanEnsembl, HomoloGene
Ankrd46	ANKRD46	MGI, PanEnsembl, HomoloGene
Spint4	SPINT4	MGI, PanEnsembl, HomoloGene
Ercc6	PGBD3	PanEnsembl
Foxr1	FOXR1	MGI, PanEnsembl, HomoloGene
Cdkal1	CDKAL1	MGI, PanEnsembl, HomoloGene
Cspg4	CSPG4	MGI, PanEnsembl, HomoloGene
Gjc3	GJC3	MGI, PanEnsembl, HomoloGene
Coro2b	CORO2B	MGI, PanEnsembl, HomoloGene
Get4	GET4	MGI, PanEnsembl, HomoloGene
Avl9	AVL9	MGI, PanEnsembl, HomoloGene
Ebf2	EBF2	MGI, PanEnsembl, HomoloGene
U2af1	U2AF1	PanEnsembl
Ifit3b	IFIT3	MGI
I830012O16Rik	IFIT3	PanEnsembl, HomoloGene
Ifit3	IFIT3	PanEnsembl
Esf1	ESF1	MGI, PanEnsembl, HomoloGene
Cyp2c66	CYP2C9	MGI, PanEnsembl, HomoloGene
Cyp2c29	CYP2C9	PanEnsembl
Cyp2c65	CYP2C9	PanEnsembl
Cyp2c39	CYP2C9	PanEnsembl
Cyp2c50	CYP2C9	PanEnsembl
Cyp2c37	CYP2C9	PanEnsembl
Cyp2c38	CYP2C9	PanEnsembl
Cyp2c54	CYP2C9	PanEnsembl
Cyp2c69	CYP2C9	PanEnsembl
Cyp2c67	CYP2C9	PanEnsembl
Cyp2c68	CYP2C9	PanEnsembl
Cyp2c40	CYP2C9	PanEnsembl
Zfp879	ZNF879	MGI, PanEnsembl, HomoloGene
Dennd4a	DENND4A	MGI, PanEnsembl, HomoloGene
Gfy	GFY	MGI, HomoloGene
Gm581	GFY	PanEnsembl
Fam177a	FAM177A1	PanEnsembl
1700047I17Rik2	FAM177A1	PanEnsembl
Atrn	ATRN	MGI, PanEnsembl, HomoloGene
Hhipl2	HHIPL2	MGI, PanEnsembl, HomoloGene
Zscan12	ZSCAN12	MGI, PanEnsembl, HomoloGene
Hspb11	HSPB11	MGI, PanEnsembl, HomoloGene
Lrfn1	LRFN1	MGI, PanEnsembl, HomoloGene
Gulp1	GULP1	MGI, PanEnsembl, HomoloGene
Nemf	NEMF	MGI, PanEnsembl, HomoloGene
Slc24a1	SLC24A1	MGI, PanEnsembl, HomoloGene
Gm20541	ZNF124	MGI
Gm20422	ZNF124	PanEnsembl
LOC102637111	ZNF124	HomoloGene
Mob4	MOB4	MGI, PanEnsembl, HomoloGene
Ube3a	UBE3A	MGI, PanEnsembl, HomoloGene
Fam72a	FAM72D	PanEnsembl
Lzic	LZIC	MGI, PanEnsembl, HomoloGene
Tsfm	TSFM	MGI, PanEnsembl, HomoloGene
Sltm	SLTM	MGI, PanEnsembl, HomoloGene
Rwdd4a	RWDD4	MGI, PanEnsembl, HomoloGene
Nhlrc2	NHLRC2	MGI, PanEnsembl, HomoloGene
Irgm2	IRGM	MGI, PanEnsembl, HomoloGene
Irgm1	IRGM	PanEnsembl
Igtp	IRGM	PanEnsembl
Scaper	SCAPER	MGI, PanEnsembl, HomoloGene
Gabpb1	GABPB1	MGI, PanEnsembl, HomoloGene
Tmprss11e	TMPRSS11E	MGI, PanEnsembl, HomoloGene
H2afb3-ps	H2AB2	HomoloGene
H2ab3	H2AB3	MGI
H2afb3-ps	H2AB3	HomoloGene
Orm1	ORM1	PanEnsembl
Orm2	ORM1	PanEnsembl
Orm3	ORM1	PanEnsembl
Hoxb4	HOXB4	MGI, PanEnsembl, HomoloGene
Cspp1	CSPP1	MGI, PanEnsembl, HomoloGene
Ccdc82	CCDC82	MGI, PanEnsembl, HomoloGene
Orm1	ORM2	PanEnsembl
Orm3	ORM2	PanEnsembl
Orm2	ORM2	PanEnsembl
H2bc21	H2BC11	MGI
Hist2h2be	H2BC11	PanEnsembl, HomoloGene
Frem2	FREM2	MGI, PanEnsembl, HomoloGene
Ptcd3	PTCD3	MGI, PanEnsembl, HomoloGene
Rhoj	RHOJ	MGI, PanEnsembl, HomoloGene
Rsbn1	RSBN1	MGI, PanEnsembl, HomoloGene
Pcdh20	PCDH20	MGI, HomoloGene
Tmem167b	TMEM167B	MGI, PanEnsembl, HomoloGene
Cd3d	CD3D	MGI, PanEnsembl, HomoloGene
Bank1	BANK1	MGI, PanEnsembl, HomoloGene
Mob1b	MOB1B	MGI, PanEnsembl, HomoloGene
Agl	AGL	MGI, PanEnsembl, HomoloGene
Ifrd2	IFRD2	MGI, PanEnsembl, HomoloGene
Optn	OPTN	MGI, PanEnsembl, HomoloGene
Mast4	MAST4	MGI, PanEnsembl, HomoloGene
Gdf1	GDF1	MGI, PanEnsembl, HomoloGene
Wnt2	WNT2	MGI, PanEnsembl, HomoloGene
Olfr1396	OR2V2	MGI, PanEnsembl, HomoloGene, HORDE
Tmed3	TMED3	MGI, PanEnsembl, HomoloGene
Slc3a1	SLC3A1	MGI, PanEnsembl, HomoloGene
Zfp869	ZNF91	MGI, HomoloGene
Zfp36l1	ZFP36L1	MGI, PanEnsembl, HomoloGene
Golt1b	GOLT1B	MGI, PanEnsembl, HomoloGene
Olfr1309	OR4F15	MGI, PanEnsembl, HomoloGene, HORDE
Cdc14b	CDC14B	MGI, PanEnsembl, HomoloGene
Plekha3	PLEKHA3	MGI, PanEnsembl, HomoloGene
4931423N10Rik	ANKRD30A	PanEnsembl
Eif4a1	EIF4A1	MGI, PanEnsembl, HomoloGene
Fnbp1l	FNBP1L	PanEnsembl
Ifi205	MNDA	PanEnsembl
Mnda	MNDA	PanEnsembl
Mndal	MNDA	PanEnsembl
Ifi204	MNDA	PanEnsembl
Arpc5	ARPC5	MGI, PanEnsembl, HomoloGene
Gm16372	ARPC5	PanEnsembl
Zfp81	ZNF57	PanEnsembl
Slc7a2	SLC7A2	MGI, PanEnsembl, HomoloGene
Zmynd12	ZMYND12	MGI, PanEnsembl, HomoloGene
Gimap5	GIMAP1-GIMAP5	MGI
Gimap3	GIMAP1-GIMAP5	HomoloGene
Spink13	SPINK13	MGI, PanEnsembl, HomoloGene
Gm27029	PTGES3L-AARSD1	PanEnsembl
Ptges3l	PTGES3L-AARSD1	PanEnsembl
Gimap3	GIMAP5	PanEnsembl
Gimap5	GIMAP5	PanEnsembl
Htr2b	HTR2B	MGI, PanEnsembl, HomoloGene
Cyp11b1	CYP11B2	MGI, PanEnsembl, HomoloGene
Cyp11b2	CYP11B2	PanEnsembl
Cemip2	CEMIP2	MGI
Tmem2	CEMIP2	PanEnsembl, HomoloGene
Rbm26	RBM26	MGI, PanEnsembl, HomoloGene
Tent4b	TENT4B	MGI
Papd5	TENT4B	PanEnsembl, HomoloGene
Safb	SAFB	MGI, PanEnsembl, HomoloGene
Ranbp17	RANBP17	MGI, PanEnsembl, HomoloGene
Smc5	SMC5	MGI, PanEnsembl, HomoloGene
Slc22a7	SLC22A7	MGI, PanEnsembl, HomoloGene
Mob1a	MOB1A	MGI, PanEnsembl, HomoloGene
Cggbp1	CGGBP1	MGI, PanEnsembl, HomoloGene
Hint3	HINT3	MGI, PanEnsembl, HomoloGene
Stard13	STARD13	MGI, PanEnsembl, HomoloGene
Hspa8	HSPA8	MGI, PanEnsembl, HomoloGene
Dgki	DGKI	MGI, PanEnsembl, HomoloGene
Kntc1	KNTC1	MGI, PanEnsembl, HomoloGene
Fam151a	FAM151A	MGI, PanEnsembl, HomoloGene
Spock1	SPOCK1	MGI, PanEnsembl, HomoloGene
Aatf	AATF	MGI, HomoloGene
Rexo5	REXO5	MGI
2610020H08Rik	REXO5	PanEnsembl, HomoloGene
2410018M08Rik	KRBA2	PanEnsembl
Mmaa	MMAA	MGI, PanEnsembl, HomoloGene
Olfr314	OR2T33	PanEnsembl
Spata32	SPATA32	MGI, PanEnsembl, HomoloGene
Olfr315	OR2T32P	HORDE
Patl2	PATL2	MGI, PanEnsembl, HomoloGene
Pydc4	PYHIN1	PanEnsembl
Pyhin1	PYHIN1	PanEnsembl
Ifi203	PYHIN1	PanEnsembl
Ifi202b	PYHIN1	PanEnsembl
Pydc3	PYHIN1	PanEnsembl
Gm4955	PYHIN1	PanEnsembl
AI607873	PYHIN1	PanEnsembl
Il2	IL2	MGI, PanEnsembl, HomoloGene
Dbt	DBT	MGI, PanEnsembl, HomoloGene
Ercc6	ERCC6	MGI, PanEnsembl, HomoloGene
Ints3	INTS3	MGI, PanEnsembl, HomoloGene
Kif2c	KIF2C	MGI, PanEnsembl, HomoloGene
Apob	APOB	MGI, PanEnsembl, HomoloGene
Khdrbs3	KHDRBS3	MGI, PanEnsembl, HomoloGene
Pet100	PET100	MGI, PanEnsembl, HomoloGene
Tab3	TAB3	MGI, PanEnsembl, HomoloGene
Zc3h12b	ZC3H12B	MGI, PanEnsembl, HomoloGene
Adamts8	ADAMTS8	MGI, PanEnsembl, HomoloGene
Anxa13	ANXA13	MGI, PanEnsembl, HomoloGene
Tceal7	TCEAL7	MGI, PanEnsembl, HomoloGene
Tcea3	TCEA3	MGI, PanEnsembl, HomoloGene
ccdc198	CCDC198	MGI
1700011H14Rik	CCDC198	PanEnsembl, HomoloGene
Elk3	ELK3	MGI, PanEnsembl, HomoloGene
Rad51c	RAD51C	MGI, PanEnsembl, HomoloGene
Muc3a	MUC3A	MGI
A630081J09Rik	MUC3A	PanEnsembl, HomoloGene
Tnfrsf11a	TNFRSF11A	MGI, PanEnsembl, HomoloGene
Kif1b	KIF1B	MGI, PanEnsembl, HomoloGene
Shisal2b	SHISAL2B	MGI
Fam159b	SHISAL2B	PanEnsembl, HomoloGene
Exoc6	EXOC6	MGI, PanEnsembl, HomoloGene
Gcn1	GCN1	MGI
Gcn1l1	GCN1	PanEnsembl, HomoloGene
Lipn	LIPN	MGI, PanEnsembl, HomoloGene
Calcoco2	CALCOCO2	PanEnsembl
Gldc	GLDC	MGI, PanEnsembl, HomoloGene
Cep68	CEP68	MGI, PanEnsembl, HomoloGene
Nip7	NIP7	MGI, PanEnsembl, HomoloGene
Fam133b	FAM133B	MGI, PanEnsembl, HomoloGene
Dppa4	DPPA4	MGI, PanEnsembl, HomoloGene
Gm5501	DPPA4	PanEnsembl
D230025D16Rik	C16orf70	MGI, PanEnsembl, HomoloGene
Zscan26	ZSCAN26	MGI, HomoloGene
Eif4e	EIF4E	MGI, PanEnsembl, HomoloGene
Mbd3l1	MBD3L1	MGI, PanEnsembl, HomoloGene
H2afb3-ps	H2AB1	HomoloGene
Il6st	IL6ST	MGI, PanEnsembl, HomoloGene
Ascl1	ASCL1	MGI, PanEnsembl, HomoloGene
Rps19bp1	RPS19BP1	MGI, PanEnsembl, HomoloGene
Babam2	BABAM2	MGI
Bre	BABAM2	PanEnsembl, HomoloGene
Ift43	IFT43	MGI, PanEnsembl, HomoloGene
Ndufa13	NDUFA13	MGI, PanEnsembl, HomoloGene
Tal2	TAL2	MGI, PanEnsembl, HomoloGene
Pde4b	PDE4B	MGI, PanEnsembl, HomoloGene
Hdgfl3	HDGFL3	MGI
Hdgfrp3	HDGFL3	PanEnsembl, HomoloGene
Gm21876	SSX2	PanEnsembl
Ssxa1	SSX2	PanEnsembl
Ssxb6	SSX2	PanEnsembl
Ssxb5	SSX2	PanEnsembl
Ssxb1	SSX2	PanEnsembl
Ssxb8	SSX2	PanEnsembl
Ssxb10	SSX2	PanEnsembl
Gm14459	SSX2	PanEnsembl
Gm6592	SSX2	PanEnsembl
Ssxb3	SSX2	PanEnsembl
Ssx9	SSX2	PanEnsembl
Ssxb9	SSX2	PanEnsembl
Gm5751	SSX2	PanEnsembl
Ssxb2	SSX2	PanEnsembl
Aadacl2	AADACL2	MGI, PanEnsembl, HomoloGene
Olfr417	OR10X1	MGI, HomoloGene, HORDE
Olfr416-ps1	OR10X1	HORDE
Olfr248	OR10X1	HORDE
Cxxc1	CXXC1	MGI, PanEnsembl, HomoloGene
Zbtb40	ZBTB40	MGI, PanEnsembl, HomoloGene
Aqp6	AQP6	MGI, PanEnsembl, HomoloGene
Pdlim5	PDLIM5	MGI, PanEnsembl, HomoloGene
Chchd6	CHCHD6	MGI, PanEnsembl, HomoloGene
Auts2	AUTS2	MGI, PanEnsembl, HomoloGene
Rev1	REV1	MGI, PanEnsembl, HomoloGene
Denr	DENR	MGI, PanEnsembl, HomoloGene
Chrna6	CHRNA6	MGI, PanEnsembl, HomoloGene
Olfr65	OR51B6	MGI, PanEnsembl, HomoloGene, HORDE
Olfr623	OR51B6	PanEnsembl, HORDE
2410018M08Rik	ZBED9	PanEnsembl
H2ac15	H2AC1	MGI
Hist1h2ak	H2AC1	HomoloGene
Lcor	LCOR	MGI, PanEnsembl, HomoloGene
Gab1	GAB1	MGI, PanEnsembl, HomoloGene
Cryba1	CRYBA1	MGI, PanEnsembl, HomoloGene
Ccdc169	CCDC169	MGI, PanEnsembl, HomoloGene
Exosc9	EXOSC9	MGI, PanEnsembl, HomoloGene
Ube2s	UBE2S	MGI, PanEnsembl, HomoloGene
Pwwp2a	PWWP2A	MGI, PanEnsembl, HomoloGene
Gbp5	GBP5	MGI, PanEnsembl, HomoloGene
Esyt2	ESYT2	MGI, PanEnsembl, HomoloGene
Mzt1	MZT1	MGI, PanEnsembl, HomoloGene
Adgrf1	ADGRF1	MGI
Gpr110	ADGRF1	PanEnsembl, HomoloGene
Zfp493	ZNF492	PanEnsembl
Olfr1383	OR2G6	MGI, PanEnsembl, HomoloGene
Spag16	SPAG16	MGI, PanEnsembl, HomoloGene
Egr3	EGR3	MGI, PanEnsembl, HomoloGene
Cd48	CD48	MGI, PanEnsembl, HomoloGene
Zfp71-rs1	ZNF98	PanEnsembl
Fam76b	FAM76B	MGI, PanEnsembl, HomoloGene
Dnm3	DNM3	MGI, PanEnsembl, HomoloGene
Slc47a1	SLC47A1	MGI, PanEnsembl, HomoloGene
Fam25c	FAM25E	PanEnsembl
Cwf19l2	CWF19L2	MGI, PanEnsembl, HomoloGene
Surf6	SURF6	MGI, PanEnsembl, HomoloGene
Cyth3	CYTH3	MGI, PanEnsembl, HomoloGene
Spata46	SPATA46	MGI
1700015E13Rik	SPATA46	PanEnsembl, HomoloGene
Tor1aip1	TOR1AIP1	MGI, PanEnsembl, HomoloGene
Tmem154	TMEM154	MGI, PanEnsembl, HomoloGene
Tdp1	TDP1	MGI, PanEnsembl, HomoloGene
Dnajc24	DNAJC24	MGI, PanEnsembl, HomoloGene
Gcm2	GCM2	MGI, PanEnsembl, HomoloGene
Mpzl2	MPZL2	MGI, PanEnsembl, HomoloGene
Pgc	PGC	MGI, PanEnsembl, HomoloGene
Il10	IL10	MGI, PanEnsembl, HomoloGene
Abca4	ABCA4	MGI, PanEnsembl, HomoloGene
Cyb5r1	CYB5R1	MGI, PanEnsembl, HomoloGene
Gm4889	RPL29	PanEnsembl
Nktr	NKTR	MGI, PanEnsembl, HomoloGene
Ugp2	UGP2	MGI, PanEnsembl, HomoloGene
Gprin3	GPRIN3	MGI, PanEnsembl, HomoloGene
Gpd1l	GPD1L	MGI, PanEnsembl, HomoloGene
Mtpap	MTPAP	MGI, PanEnsembl, HomoloGene
Cym	PGA4	PanEnsembl
Gramd1c	GRAMD1C	PanEnsembl
Septin4	SEPTIN4	MGI
Sept4	SEPTIN4	PanEnsembl, HomoloGene
Ncbp1	NCBP1	MGI, PanEnsembl, HomoloGene
Casr	CASR	MGI, PanEnsembl, HomoloGene
Cdk18	CDK18	MGI, PanEnsembl, HomoloGene
Zfp609	ZNF609	MGI, PanEnsembl, HomoloGene
Ppib	PPIB	MGI, PanEnsembl, HomoloGene
Tomm22	TOMM22	MGI, PanEnsembl, HomoloGene
Rhoc	RHOC	MGI, PanEnsembl, HomoloGene
Cd3g	CD3G	MGI, PanEnsembl, HomoloGene
Olfr1467	OR5B17	MGI, HomoloGene
Olfr1443	OR5B17	PanEnsembl
Rfx8	RFX8	MGI, PanEnsembl, HomoloGene
Fancm	FANCM	MGI, PanEnsembl, HomoloGene
Golm1	GOLM1	MGI, PanEnsembl, HomoloGene
Catsper4	CATSPER4	MGI, PanEnsembl, HomoloGene
Tmem268	TMEM268	MGI
6330416G13Rik	TMEM268	PanEnsembl, HomoloGene
Nmur2	NMUR2	MGI, PanEnsembl, HomoloGene
4921539E11Rik	C1orf141	PanEnsembl
Parp16	PARP16	MGI, PanEnsembl, HomoloGene
Copb2	COPB2	MGI, PanEnsembl, HomoloGene
Ing5	ING5	MGI, PanEnsembl, HomoloGene
Oscp1	OSCP1	MGI, PanEnsembl, HomoloGene
Fubp3	FUBP3	MGI, PanEnsembl, HomoloGene
Cd207	CD207	MGI, PanEnsembl, HomoloGene
Ust	UST	MGI, PanEnsembl, HomoloGene
Gpr89	GPR89A	PanEnsembl, HomoloGene
Gja10	GJA10	MGI, PanEnsembl, HomoloGene
Cabs1	CABS1	MGI, PanEnsembl, HomoloGene
Fam25c	FAM25A	PanEnsembl
Fam25c	FAM25G	PanEnsembl
Slc30a9	SLC30A9	MGI, PanEnsembl, HomoloGene
Tmem132b	TMEM132B	MGI, PanEnsembl, HomoloGene
Usp53	USP53	MGI, PanEnsembl, HomoloGene
Bbx	BBX	MGI, PanEnsembl, HomoloGene
Pank3	PANK3	MGI, PanEnsembl, HomoloGene
Shc3	SHC3	MGI, PanEnsembl, HomoloGene
Sat1	SAT1	MGI, PanEnsembl, HomoloGene
Pfkfb1	PFKFB1	MGI, PanEnsembl, HomoloGene
Rps27l	RPS27L	MGI, PanEnsembl, HomoloGene
Gpr89	GPR89B	MGI, PanEnsembl, HomoloGene
Alkbh8	ALKBH8	MGI, PanEnsembl, HomoloGene
Filip1l	FILIP1L	MGI, PanEnsembl, HomoloGene
Cnga3	CNGA3	MGI, PanEnsembl, HomoloGene
Iqca	IQCA1	MGI, PanEnsembl, HomoloGene
Lrrfip1	LRRFIP1	MGI, PanEnsembl, HomoloGene
Serpinb8	SERPINB8	MGI, PanEnsembl, HomoloGene
Tgoln1	TGOLN2	PanEnsembl
Eddm3b	EDDM3A	PanEnsembl
Igbp1	IGBP1	MGI, PanEnsembl, HomoloGene
Csn2	CSN2	MGI, PanEnsembl, HomoloGene
Lalba	LALBA	MGI, PanEnsembl, HomoloGene
Impg2	IMPG2	MGI, PanEnsembl, HomoloGene
Zfp976	ZNF14	MGI
Gm5595	ZNF14	HomoloGene
Wdhd1	WDHD1	MGI, PanEnsembl, HomoloGene
Tmem258	TMEM258	MGI, PanEnsembl, HomoloGene
Abcc12	ABCC12	MGI, PanEnsembl, HomoloGene
Ttk	TTK	MGI, PanEnsembl, HomoloGene
Trip12	TRIP12	MGI, PanEnsembl, HomoloGene
Stmn1	STMN1	MGI, PanEnsembl, HomoloGene
Tmem216	TMEM216	MGI, PanEnsembl, HomoloGene
Wdr73	WDR73	MGI, PanEnsembl, HomoloGene
Tbc1d8b	TBC1D8B	MGI, PanEnsembl, HomoloGene
Mrpl1	MRPL1	MGI, PanEnsembl, HomoloGene
Ppil1	PPIL1	MGI, PanEnsembl, HomoloGene
Gprc5d	GPRC5D	MGI, PanEnsembl, HomoloGene
Tjp2	TJP2	MGI, PanEnsembl, HomoloGene
Lrr1	LRR1	MGI, PanEnsembl, HomoloGene
Mrpl30	MRPL30	MGI, PanEnsembl, HomoloGene
Alox5ap	ALOX5AP	MGI, PanEnsembl, HomoloGene
L2hgdh	L2HGDH	MGI, PanEnsembl, HomoloGene
Amer3	AMER3	MGI, PanEnsembl, HomoloGene
Clint1	CLINT1	MGI, PanEnsembl, HomoloGene
Vstm2b	VSTM2B	MGI, PanEnsembl, HomoloGene
Cdc123	CDC123	MGI, PanEnsembl, HomoloGene
Hmgxb4	HMGXB4	MGI, PanEnsembl, HomoloGene
Fis1	FIS1	MGI, PanEnsembl, HomoloGene
Pdlim1	PDLIM1	MGI, PanEnsembl, HomoloGene
Tgs1	TGS1	MGI, PanEnsembl, HomoloGene
Gm5117	TGS1	PanEnsembl
Grm1	GRM1	MGI, PanEnsembl, HomoloGene
Arpp19	ARPP19	MGI, PanEnsembl, HomoloGene
Cstf2t	CSTF2T	MGI, PanEnsembl, HomoloGene
Zfp319	ZNF319	MGI, PanEnsembl, HomoloGene
Ugt3a2	UGT3A2	PanEnsembl
Ugt3a1	UGT3A2	PanEnsembl
Pga5	PGA3	PanEnsembl
Zfp800	ZNF800	MGI, PanEnsembl, HomoloGene
Arhgap33	ARHGAP33	MGI, PanEnsembl, HomoloGene
Lcmt1	LCMT1	MGI, PanEnsembl, HomoloGene
Mark4	MARK4	MGI, PanEnsembl, HomoloGene
Ctr9	CTR9	MGI, PanEnsembl, HomoloGene
Tmc6	TMC6	MGI, PanEnsembl, HomoloGene
Slfn1	SLFN12	PanEnsembl
Slfn2	SLFN12	PanEnsembl
Slfn3	SLFN12	PanEnsembl
Slfn4	SLFN12	PanEnsembl
Ptbp3	PTBP3	MGI, PanEnsembl, HomoloGene
Rbpj	RBPJ	MGI, PanEnsembl, HomoloGene
Cfc1	CFC1B	MGI, PanEnsembl, HomoloGene
Gprasp1	GPRASP1	MGI, PanEnsembl, HomoloGene
Pik3r5	PIK3R5	MGI, PanEnsembl, HomoloGene
Ncs1	NCS1	MGI, PanEnsembl, HomoloGene
Klhl4	KLHL4	MGI, PanEnsembl, HomoloGene
Wdr33	WDR33	MGI, PanEnsembl, HomoloGene
Rnf167	RNF167	MGI, PanEnsembl, HomoloGene
Bcor	BCOR	MGI, PanEnsembl, HomoloGene
Ik	IK	MGI, PanEnsembl, HomoloGene
Itpr3	ITPR3	MGI, PanEnsembl, HomoloGene
Rnaseh1	RNASEH1	MGI, PanEnsembl, HomoloGene
Thg1l	THG1L	MGI, PanEnsembl, HomoloGene
Gapvd1	GAPVD1	MGI, PanEnsembl, HomoloGene
Il7r	IL7R	MGI, PanEnsembl, HomoloGene
Rbis	RBIS	MGI
Gm4540	RBIS	PanEnsembl
1810022K09Rik	RBIS	PanEnsembl, HomoloGene
Zfp266	ZNF812P	PanEnsembl
Kiz	KIZ	MGI
Plk1s1	KIZ	HomoloGene
Psmb6	PSMB6	MGI, PanEnsembl, HomoloGene
Mtmr12	MTMR12	MGI, PanEnsembl, HomoloGene
Rexo1	REXO1	MGI, PanEnsembl, HomoloGene
Gm7104	REXO1	PanEnsembl
Olfr419	OR10Z1	MGI, PanEnsembl, HomoloGene, HORDE
Nfkbiz	NFKBIZ	MGI, PanEnsembl, HomoloGene
Npc1	NPC1	MGI, PanEnsembl, HomoloGene
Bicc1	BICC1	MGI, PanEnsembl, HomoloGene
Brinp3	BRINP3	MGI, PanEnsembl, HomoloGene
Epyc	EPYC	MGI, PanEnsembl, HomoloGene
Spata45	SPATA45	MGI
1700022P22Rik	SPATA45	PanEnsembl, HomoloGene
Zfp667	ZNF667	MGI, PanEnsembl, HomoloGene
Ndufa5	NDUFA5	MGI, PanEnsembl, HomoloGene
1810009A15Rik	C11orf98	MGI, HomoloGene
Rgs4	RGS4	MGI, PanEnsembl, HomoloGene
Rab38	RAB38	MGI, PanEnsembl, HomoloGene
Gcfc2	GCFC2	MGI, PanEnsembl, HomoloGene
Ociad2	OCIAD2	MGI, PanEnsembl, HomoloGene
Slc46a3	SLC46A3	MGI, PanEnsembl, HomoloGene
Il33	IL33	MGI, PanEnsembl, HomoloGene
Zfp518b	ZNF518B	MGI, PanEnsembl, HomoloGene
Mkrn2	MKRN2	MGI, PanEnsembl, HomoloGene
Il18r1	IL18R1	MGI, PanEnsembl, HomoloGene
Nectin3	NECTIN3	MGI
Pvrl3	NECTIN3	PanEnsembl, HomoloGene
Dhx33	DHX33	MGI, PanEnsembl, HomoloGene
Csf3r	CSF3R	MGI, PanEnsembl, HomoloGene
D3Ertd751e	C4orf33	MGI, PanEnsembl, HomoloGene
Hbb-bh1	HBG1	PanEnsembl
C3ar1	C3AR1	MGI, PanEnsembl, HomoloGene
Npy5r	NPY5R	MGI, PanEnsembl, HomoloGene
Tdp2	TDP2	MGI, PanEnsembl, HomoloGene
Chuk	CHUK	MGI, PanEnsembl, HomoloGene
Apod	APOD	MGI, PanEnsembl, HomoloGene
Ltn1	LTN1	MGI, PanEnsembl, HomoloGene
1700029J07Rik	C4orf47	MGI, PanEnsembl, HomoloGene
Osbpl1a	OSBPL1A	MGI, PanEnsembl, HomoloGene
Atg3	ATG3	MGI, PanEnsembl, HomoloGene
Lman1	LMAN1	MGI, PanEnsembl, HomoloGene
Colec11	COLEC11	MGI, PanEnsembl, HomoloGene
Prmt1	PRMT1	MGI, PanEnsembl, HomoloGene
Lurap1l	LURAP1L	MGI, PanEnsembl, HomoloGene
Hbb-y	HBG2	MGI, HomoloGene
Hbb-bh1	HBG2	PanEnsembl
Gabrq	GABRQ	MGI, HomoloGene
Cdh6	CDH6	MGI, PanEnsembl, HomoloGene
Tada1	TADA1	MGI, PanEnsembl, HomoloGene
Scg3	SCG3	MGI, PanEnsembl, HomoloGene
Psip1	PSIP1	MGI, PanEnsembl, HomoloGene
Olfr1155	OR5D18	MGI, HomoloGene
Olfr73	OR5D18	PanEnsembl, HORDE
Olfr74	OR5D18	PanEnsembl, HORDE
Olfr1161	OR5D18	PanEnsembl, HORDE
Clec3b	CLEC3B	MGI, PanEnsembl, HomoloGene
Pnpla8	PNPLA8	MGI, PanEnsembl, HomoloGene
Slc38a11	SLC38A11	MGI, PanEnsembl, HomoloGene
Wdr17	WDR17	MGI, PanEnsembl, HomoloGene
Snip1	SNIP1	MGI, PanEnsembl, HomoloGene
Slc26a1	SLC26A1	MGI, PanEnsembl, HomoloGene
Lsm5	LSM5	MGI, PanEnsembl, HomoloGene
Ero1lb	ERO1B	MGI, PanEnsembl, HomoloGene
Rps18	RPS18	MGI, PanEnsembl, HomoloGene
Gm10260	RPS18	PanEnsembl
